shard,model,field,why_missing,what_i_tried
intel-xeon-dew,Xeon E-2126G,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon E-2126G,l2_cache,ARK summary omits per-core L2 breakdown for this SKU/generation,Checked ARK spec page; no explicit L2 total or per-core figure found in top search results
intel-xeon-dew,Xeon E-2126G,tdp_config_up,No configurable TDP-up/down or Maximum Turbo Power value published for this SKU (embedded/entry SKUs and Skylake-W often single-TDP),Checked ARK; only base TDP field present
intel-xeon-dew,Xeon E-2126G,pcie_lanes,Platform-level PCIe lane count not explicitly published per-SKU in top sources,"Checked ARK and chipset/platform docs; only PCIe generation confirmed, not per-CPU lane count"
intel-xeon-dew,Xeon E-2126G,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon E-2126G,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon E-2126G,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon E-2146G,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon E-2146G,tdp_config_up,No configurable TDP-up/down or Maximum Turbo Power value published for this SKU (embedded/entry SKUs and Skylake-W often single-TDP),Checked ARK; only base TDP field present
intel-xeon-dew,Xeon E-2146G,pcie_lanes,Platform-level PCIe lane count not explicitly published per-SKU in top sources,"Checked ARK and chipset/platform docs; only PCIe generation confirmed, not per-CPU lane count"
intel-xeon-dew,Xeon E-2146G,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon E-2146G,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon E-2146G,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon E-2286G,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon E-2286G,l2_cache,ARK summary omits per-core L2 breakdown for this SKU/generation,Checked ARK spec page; no explicit L2 total or per-core figure found in top search results
intel-xeon-dew,Xeon E-2286G,tdp_config_up,No configurable TDP-up/down or Maximum Turbo Power value published for this SKU (embedded/entry SKUs and Skylake-W often single-TDP),Checked ARK; only base TDP field present
intel-xeon-dew,Xeon E-2286G,pcie_lanes,Platform-level PCIe lane count not explicitly published per-SKU in top sources,"Checked ARK and chipset/platform docs; only PCIe generation confirmed, not per-CPU lane count"
intel-xeon-dew,Xeon E-2286G,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon E-2286G,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon E-2286G,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon E-2276G,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon E-2276G,l2_cache,ARK summary omits per-core L2 breakdown for this SKU/generation,Checked ARK spec page; no explicit L2 total or per-core figure found in top search results
intel-xeon-dew,Xeon E-2276G,tdp_config_up,No configurable TDP-up/down or Maximum Turbo Power value published for this SKU (embedded/entry SKUs and Skylake-W often single-TDP),Checked ARK; only base TDP field present
intel-xeon-dew,Xeon E-2276G,pcie_lanes,Platform-level PCIe lane count not explicitly published per-SKU in top sources,"Checked ARK and chipset/platform docs; only PCIe generation confirmed, not per-CPU lane count"
intel-xeon-dew,Xeon E-2276G,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon E-2276G,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon E-2276G,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon E-2226G,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon E-2226G,l2_cache,ARK summary omits per-core L2 breakdown for this SKU/generation,Checked ARK spec page; no explicit L2 total or per-core figure found in top search results
intel-xeon-dew,Xeon E-2226G,tdp_config_up,No configurable TDP-up/down or Maximum Turbo Power value published for this SKU (embedded/entry SKUs and Skylake-W often single-TDP),Checked ARK; only base TDP field present
intel-xeon-dew,Xeon E-2226G,pcie_lanes,Platform-level PCIe lane count not explicitly published per-SKU in top sources,"Checked ARK and chipset/platform docs; only PCIe generation confirmed, not per-CPU lane count"
intel-xeon-dew,Xeon E-2226G,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon E-2226G,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon E-2226G,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon E-2236,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon E-2236,tdp_config_up,No configurable TDP-up/down or Maximum Turbo Power value published for this SKU (embedded/entry SKUs and Skylake-W often single-TDP),Checked ARK; only base TDP field present
intel-xeon-dew,Xeon E-2236,pcie_lanes,Platform-level PCIe lane count not explicitly published per-SKU in top sources,"Checked ARK and chipset/platform docs; only PCIe generation confirmed, not per-CPU lane count"
intel-xeon-dew,Xeon E-2236,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon E-2236,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon E-2236,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon E-2246G,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon E-2246G,l2_cache,ARK summary omits per-core L2 breakdown for this SKU/generation,Checked ARK spec page; no explicit L2 total or per-core figure found in top search results
intel-xeon-dew,Xeon E-2246G,tdp_config_up,No configurable TDP-up/down or Maximum Turbo Power value published for this SKU (embedded/entry SKUs and Skylake-W often single-TDP),Checked ARK; only base TDP field present
intel-xeon-dew,Xeon E-2246G,pcie_lanes,Platform-level PCIe lane count not explicitly published per-SKU in top sources,"Checked ARK and chipset/platform docs; only PCIe generation confirmed, not per-CPU lane count"
intel-xeon-dew,Xeon E-2246G,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon E-2246G,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon E-2246G,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon E-2226GE,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon E-2226GE,l2_cache,ARK summary omits per-core L2 breakdown for this SKU/generation,Checked ARK spec page; no explicit L2 total or per-core figure found in top search results
intel-xeon-dew,Xeon E-2226GE,tdp_config_up,No configurable TDP-up/down or Maximum Turbo Power value published for this SKU (embedded/entry SKUs and Skylake-W often single-TDP),Checked ARK; only base TDP field present
intel-xeon-dew,Xeon E-2226GE,pcie_lanes,Platform-level PCIe lane count not explicitly published per-SKU in top sources,"Checked ARK and chipset/platform docs; only PCIe generation confirmed, not per-CPU lane count"
intel-xeon-dew,Xeon E-2226GE,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon E-2226GE,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon E-2226GE,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon E-2124G,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon E-2124G,l2_cache,ARK summary omits per-core L2 breakdown for this SKU/generation,Checked ARK spec page; no explicit L2 total or per-core figure found in top search results
intel-xeon-dew,Xeon E-2124G,tdp_config_up,No configurable TDP-up/down or Maximum Turbo Power value published for this SKU (embedded/entry SKUs and Skylake-W often single-TDP),Checked ARK; only base TDP field present
intel-xeon-dew,Xeon E-2124G,pcie_lanes,Platform-level PCIe lane count not explicitly published per-SKU in top sources,"Checked ARK and chipset/platform docs; only PCIe generation confirmed, not per-CPU lane count"
intel-xeon-dew,Xeon E-2124G,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon E-2124G,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon E-2124G,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon E-2124,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon E-2124,l2_cache,ARK summary omits per-core L2 breakdown for this SKU/generation,Checked ARK spec page; no explicit L2 total or per-core figure found in top search results
intel-xeon-dew,Xeon E-2124,tdp_config_up,No configurable TDP-up/down or Maximum Turbo Power value published for this SKU (embedded/entry SKUs and Skylake-W often single-TDP),Checked ARK; only base TDP field present
intel-xeon-dew,Xeon E-2124,pcie_lanes,Platform-level PCIe lane count not explicitly published per-SKU in top sources,"Checked ARK and chipset/platform docs; only PCIe generation confirmed, not per-CPU lane count"
intel-xeon-dew,Xeon E-2124,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon E-2124,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon E-2124,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
